circuit_id,gate,n_nodes,snr_reportado,snr_real,media_low,media_high,desvio_low,desvio_high,sinal,ruido
38280424304048395_2977,NOT,6,1.839317,0.149255,284.05,315.05,154.9372,138.3221,31.0,207.6981
38280424321375191_2978,NOT,5,1.34704,0.382235,0.3,1.05,0.5712,1.8771,0.75,1.9621
38280424418351277_2979,NOT,4,1.111111,0.322749,0.8,1.8,1.2814,2.821,1.0,3.0984
38280424528805394_2980,NOT,6,0.918559,0.224745,2.15,3.5,4.3441,4.1486,1.35,6.0068
38280424544752336_2981,NOT,4,9.022466,0.413451,767.45,1017.4,344.2989,496.9245,249.95,604.5458
38280424751757498_2982,NOT,6,0.944444,0.273327,0.8,1.65,1.2397,2.8521,0.85,3.1098
38280424814577724_2983,NOT,5,5.136151,0.494255,157.45,221.9,53.378,118.9728,64.45,130.3983
38280424880212456_2984,NOT,5,0.958373,0.274224,0.45,1.1,0.6863,2.2688,0.65,2.3703
38280424910893069_2985,NOT,6,1.414863,0.279416,1.35,3.0,2.0844,5.5251,1.65,5.9052
38280425063074240_2986,NOT,4,1.561738,0.584574,0.4,1.4,0.8208,1.5009,1.0,1.7106
38280430274489505_2987,NOT,4,1.326978,0.308697,0.45,1.35,0.7592,2.8149,0.9,2.9155
38280430337361752_2988,NOT,5,1.733538,0.132465,380.15,413.95,194.5011,165.1559,33.8,255.161
38280430516095623_2989,NOT,4,2.189665,0.115952,634.35,689.5,331.573,341.0006,55.15,475.6281
38280430608674599_2990,NOT,5,9.069615,0.415383,507.4,711.7,289.7844,397.3996,204.3,491.8347
38280430610653329_2991,NOT,4,4.699062,0.194058,752.45,881.35,383.6924,542.2059,128.9,664.2342
38280430705268937_2992,NOT,6,1.181818,0.235657,1.2,2.5,2.1176,5.0939,1.3,5.5165
38280430744392733_2993,NOT,4,1.376494,0.369219,0.75,1.95,1.5853,2.8373,1.2,3.2501
38280430753267304_2994,NOT,6,2.532869,0.116296,683.1,749.3,371.2704,431.4981,66.2,569.2384
38280430782154319_2995,NOT,5,2.660532,0.643188,0.5,2.4,0.6882,2.8727,1.9,2.954
38280430828077573_2996,NOT,4,7.812245,0.438662,612.85,806.25,281.5493,339.2792,193.4,440.886
38280430894169845_2997,NOT,5,4.516475,0.24952,800.05,927.8,313.2642,404.9593,127.75,511.9829
38280430930765076_2998,NOT,6,7.428693,0.53071,309.3,439.95,181.2144,166.6305,130.65,246.1796
38280430960231753_2999,NOT,4,0.987829,0.260417,0.3,0.85,0.6569,2.0072,0.55,2.112
38280430972255534_3000,NOT,5,1.032094,0.337984,0.45,1.15,0.6863,1.9541,0.7,2.0711
38280431028297026_3001,NOT,6,0.968475,0.294485,1.4,2.55,1.5694,3.5759,1.15,3.9051
38280431092300710_3002,NOT,4,3.191968,0.215748,556.5,631.8,207.5487,280.6019,75.3,349.0185
38280431265239842_3003,NOT,6,2.211629,0.386688,0.45,1.95,0.7592,3.8041,1.5,3.8791
38280436589115730_3004,NOT,4,4.006452,0.229147,361.25,437.4,244.6527,224.9029,76.15,332.3195
38280436643301367_3005,NOT,6,1.105815,0.340557,0.45,1.2,0.6863,2.0926,0.75,2.2023
38280436813069683_3006,NOT,5,2.139977,0.145858,504.15,552.2,203.3758,259.156,48.05,329.4292
38280436816026240_3007,NOT,6,1.152332,0.191014,0.6,1.5,0.8208,4.6396,0.9,4.7117
38280437007157284_3008,NOT,4,1.00476,0.286022,1.3,2.45,2.5152,3.1368,1.15,4.0207
38280437138889709_3009,NOT,4,7.009547,0.32477,786.65,983.25,482.247,365.9081,196.6,605.3518
38280437176892293_3010,NOT,4,11.983439,0.468723,852.55,1202.45,364.2241,651.6124,349.9,746.4971
38280437256197955_3011,NOT,4,4.065659,0.319357,293.05,362.65,130.54,174.5169,69.6,217.9376
38280437305666891_3012,NOT,5,10.418062,0.341851,1349.75,1732.5,770.4867,812.3694,382.75,1119.64
38280437432345447_3013,NOT,6,1.400699,0.427676,0.45,1.4,0.8256,2.0622,0.95,2.2213
38280437469906719_3014,NOT,5,1.542308,0.440779,1.0,2.55,1.451,3.2032,1.55,3.5165
38280437562817286_3015,NOT,6,1.75,0.626612,0.35,1.4,0.5871,1.5694,1.05,1.6757
38280442754351765_3016,NOT,6,1.171303,0.508394,0.4,1.15,0.9403,1.1367,0.75,1.4752
38280442877807318_3017,NOT,6,2.721152,0.197451,295.15,341.9,172.4658,162.2175,46.75,236.7677
38280442958341355_3018,NOT,5,1.5,0.39294,0.15,0.75,0.4894,1.4464,0.6,1.527
38280442989437105_3019,NOT,6,2.995275,0.452816,66.35,90.75,34.2702,41.583,24.4,53.885
38280443009560218_3020,NOT,4,1.240165,0.199291,81.55,92.75,33.6068,45.0437,11.2,56.1992
38280443202569606_3021,NOT,6,0.926367,0.30337,1.4,2.5,1.7592,3.1706,1.1,3.6259
38280443272940480_3022,NOT,5,6.33195,0.367895,529.1,674.75,212.5987,333.9749,145.65,395.9008
38280443285813882_3023,NOT,6,2.048823,0.392028,0.85,2.75,1.3089,4.6665,1.9,4.8466
38280443486145328_3024,NOT,6,0.872872,0.465986,0.2,0.6,0.5231,0.6806,0.4,0.8584
38280447072897308_3025,NOT,4,1.800579,0.109638,357.6,391.65,232.096,206.3567,34.05,310.5667
38280447166735022_3026,NOT,5,1.125,0.424512,0.15,0.6,0.3663,0.9947,0.45,1.06
38280447253196644_3027,NOT,4,1.160596,0.400212,1.15,2.4,1.0894,2.9272,1.25,3.1233
38280447357831726_3028,NOT,6,2.359071,0.448414,0.45,2.05,0.9445,3.4409,1.6,3.5681
38280447372720736_3029,NOT,4,1.156943,0.065485,650.15,679.65,304.7078,331.7937,29.5,450.4819
38280447425828597_3030,NOT,5,1.171303,0.439419,0.4,1.15,0.8208,1.4965,0.75,1.7068
38280447531022301_3031,NOT,4,3.259411,0.185024,565.35,642.85,283.909,307.9674,77.5,418.8655
38280447579362586_3032,NOT,4,1.583333,0.485494,0.35,1.3,0.6708,1.8382,0.95,1.9568
38280447586923234_3033,NOT,6,0.980196,0.328641,0.5,1.2,0.8272,1.9628,0.7,2.13
38280447633988709_3034,NOT,4,2.795613,0.220138,285.65,332.9,159.5795,143.5409,47.25,214.6383
38280447649307877_3035,NOT,5,0.888889,0.376026,0.8,1.6,0.9515,1.9029,0.8,2.1275
38280452085174522_3036,NOT,6,1.372813,0.550688,0.25,0.95,0.4443,1.191,0.7,1.2711
38280452098270914_3037,NOT,6,0.975017,0.292409,0.75,1.6,1.2513,2.6238,0.85,2.9069
38280452238486803_3038,NOT,5,8.090468,0.320986,1032.75,1292.75,480.4171,652.1551,260.0,810.0043
38280452239399196_3039,NOT,6,3.118477,0.211514,353.1,411.7,212.6865,177.5423,58.6,277.0503
38280452250272744_3040,NOT,4,1.540308,0.310931,0.5,1.6,1.0,3.3935,1.1,3.5378
38280455447735357_3041,NOT,6,1.5,0.306523,0.0,0.15,0.0,0.4894,0.15,0.4894
38280455471775186_3042,NOT,4,5.637503,0.307308,490.45,615.3,201.0819,353.0174,124.85,406.2699
38280455475146115_3043,NOT,6,2.125,0.365871,0.15,1.0,0.4894,2.2711,0.85,2.3232
38280455483980210_3044,NOT,4,1.337612,0.065344,651.8,685.95,254.5553,456.4339,34.15,522.6187
38280455507138053_3045,NOT,6,1.425393,0.37918,1.25,2.85,2.1734,3.6168,1.6,4.2196
38280455643641286_3046,NOT,5,2.768625,0.25438,319.0,368.45,152.0263,121.1491,49.45,194.3942
38280455742982721_3047,NOT,6,1.330266,0.502349,0.5,1.45,0.6882,1.7614,0.95,1.8911
38280455802844623_3048,NOT,6,6.860187,0.355873,731.55,917.1,346.3621,389.7234,185.55,521.3933
38280455868237131_3049,NOT,6,1.166667,0.371384,0.35,1.05,0.7452,1.7313,0.7,1.8848
38280455878140077_3050,NOT,6,2.628827,0.135861,963.5,1045.1,418.781,430.5323,81.6,600.6127
38280455926928330_3051,NOT,6,1.240077,0.234601,0.85,2.0,1.5652,4.6453,1.15,4.9019
38280459230567318_3052,NOT,6,1.492556,0.323301,1.0,2.5,1.9194,4.224,1.5,4.6396
38280459368478359_3053,NOT,5,2.489092,0.188117,296.35,339.2,143.6902,176.7441,42.85,227.7836
38280459374312626_3054,NOT,5,1.401826,0.376021,0.85,2.15,1.4244,3.1502,1.3,3.4573
38280459588989143_3055,NOT,6,5.957243,0.273801,642.05,793.0,359.5527,417.9336,150.95,551.3136
38280459603416943_3056,NOT,6,2.884321,0.182817,352.45,406.6,180.9363,234.5101,54.15,296.1975
38280459653077776_3057,NOT,5,5.495591,0.25337,596.75,731.0,349.5148,398.2325,134.25,529.8583
38280459662943631_3058,NOT,5,3.74869,0.254188,462.85,543.5,217.9812,230.5516,80.65,317.2852
38280459691302633_3059,NOT,5,3.581818,0.180171,630.65,720.6,374.2528,330.428,89.95,499.2473
38280459891756952_3060,NOT,4,6.473318,0.54,176.9,263.0,89.6272,131.8692,86.1,159.4444
38280460244407734_3061,NOT,4,1.046278,0.230869,0.65,1.5,1.1821,3.4868,0.85,3.6817
38280460369343280_3062,NOT,6,2.768165,0.700227,1.05,3.9,1.3563,3.8375,2.85,4.0701
38280466235019121_3063,NOT,6,1.326978,0.445624,0.45,1.35,0.6863,1.8994,0.9,2.0196
38280466241262056_3064,NOT,4,1.632993,0.342807,0.95,2.55,1.8489,4.2855,1.6,4.6674
38280466255098068_3065,NOT,6,1.240077,0.266217,0.85,2.0,1.387,4.0911,1.15,4.3198
38280466299391099_3066,NOT,6,7.220619,0.306,545.85,714.55,284.9741,471.9426,168.7,551.3076
38280466380700491_3067,NOT,6,3.200461,0.254827,326.15,383.95,172.5863,147.1782,57.8,226.8203
38280466462661204_3068,NOT,6,1.920553,0.375866,0.6,2.1,1.0954,3.8375,1.5,3.9908
38280466467815246_3069,NOT,4,1.758851,0.152055,219.35,245.4,135.7119,104.5594,26.05,171.3195
38280466664492295_3070,NOT,5,1.945774,0.422954,1.1,3.15,1.2937,4.671,2.05,4.8469
38280466669425514_3071,NOT,5,1.0,0.465986,0.35,0.95,0.6708,1.099,0.6,1.2876
38280466807831536_3072,NOT,4,2.219579,0.237846,299.3,337.7,110.3774,117.8242,38.4,161.4488
38280471374745786_3073,NOT,6,2.568563,0.380041,1.4,4.45,2.2337,7.7083,3.05,8.0255
38280471547985569_3074,NOT,4,0.990477,0.144034,84.4,93.5,39.9729,48.9269,9.1,63.1797
38280471579870293_3075,NOT,6,2.064742,0.334343,0.75,2.55,1.3328,5.2161,1.8,5.3837
38280471648322924_3076,NOT,5,0.858956,0.339894,0.4,0.95,0.9403,1.3169,0.55,1.6182
38280471707247132_3077,NOT,6,0.9017,0.29673,1.1,2.05,1.0208,3.0345,0.95,3.2016
38280471722948634_3078,NOT,5,1.447149,0.314658,1.9,3.9,3.323,5.4183,2.0,6.3561
38280471740672264_3079,NOT,5,1.937644,0.31331,0.55,2.0,0.9987,4.519,1.45,4.628
38280471793253493_3080,NOT,4,3.097694,0.259458,175.6,216.65,102.8916,120.1877,41.05,158.2143
38280471807788168_3081,NOT,4,2.816975,0.182199,366.1,420.0,176.8856,237.1231,53.9,295.8308
38280471943817189_3082,NOT,4,6.025709,0.4045,384.45,502.6,180.3402,229.7684,118.15,292.0892
38280472188381856_3083,NOT,5,3.258912,0.155791,1046.0,1151.4,427.4884,524.3737,105.4,676.5457
38280472284272993_3084,NOT,5,1.741571,0.141593,284.0,313.35,165.6363,124.6259,29.35,207.2848
38280472348068350_3085,NOT,4,1.269491,0.378094,0.55,1.5,1.1459,2.2361,0.95,2.5126
38280472349689782_3086,NOT,4,3.0,0.505433,0.15,1.35,0.4894,2.3232,1.2,2.3742
38280472399707358_3087,NOT,4,1.632993,0.432607,0.95,2.55,1.4681,3.3947,1.6,3.6985
38280472452069821_3088,NOT,5,1.230915,0.307377,0.65,1.65,1.1367,3.0483,1.0,3.2533
38280478037636269_3089,NOT,6,1.40028,0.312951,0.5,1.5,0.6882,3.1204,1.0,3.1954
38280478063249334_3090,NOT,5,1.0,0.215344,0.35,0.95,0.6708,2.7043,0.6,2.7862
38280478110352671_3091,NOT,5,4.625506,0.45257,260.45,335.1,105.1077,127.1211,74.65,164.9467
38280478113221016_3092,NOT,5,1.441612,0.414447,1.3,2.95,1.4903,3.6917,1.65,3.9812
38280478145015231_3093,NOT,4,1.113589,0.368394,1.25,2.5,2.0229,2.7242,1.25,3.3931
38280478161586147_3094,NOT,5,1.05529,0.427258,0.1,0.45,0.3078,0.7592,0.35,0.8192
38280478265335293_3095,NOT,4,1.944444,0.301963,0.8,2.55,1.0052,5.7076,1.75,5.7954
38280478372579528_3096,NOT,4,1.260252,0.318408,0.5,1.4,1.1921,2.5629,0.9,2.8266
38280478434390798_3097,NOT,4,0.949737,0.08565,220.4,234.5,108.4214,123.8779,14.1,164.6236
38280478440243901_3098,NOT,6,3.301249,0.212784,323.2,382.55,215.8393,176.6652,59.35,278.9214
38280478492412615_3099,NOT,4,1.483651,0.366945,0.4,1.35,0.6806,2.4979,0.95,2.5889
38280478505696972_3100,NOT,4,1.733771,0.104555,406.35,441.3,201.5394,266.6832,34.95,334.2724
38280478506943860_3101,NOT,6,1.257237,0.321271,0.3,1.0,0.6569,2.0774,0.7,2.1788
38280478576626754_3102,NOT,6,1.748315,0.496723,1.05,2.85,1.4681,3.3131,1.8,3.6238
38280482787479780_3103,NOT,4,11.226872,0.554397,772.3,1084.3,349.0203,441.4733,312.0,562.7733
38280482870915374_3104,NOT,5,0.858956,0.295659,0.4,0.95,0.9403,1.6051,0.55,1.8602
38280483024701819_3105,NOT,4,5.490181,0.256333,865.3,1026.8,365.6566,513.075,161.5,630.0402
38280483104349442_3106,NOT,4,3.134023,0.227357,322.7,379.0,180.2569,169.7862,56.3,247.6286
38280483112058279_3107,NOT,5,1.377838,0.281446,0.95,2.3,1.9861,4.3661,1.35,4.7967
38280483141193037_3108,NOT,6,0.896258,0.28961,0.6,1.3,1.0954,2.1546,0.7,2.417
38280483343176455_3109,NOT,5,2.110579,0.488588,0.1,0.8,0.3078,1.3992,0.7,1.4327
38280483469979149_3110,NOT,5,1.326978,0.397299,0.45,1.35,0.6863,2.1588,0.9,2.2653
38280483561339064_3111,NOT,5,0.995037,0.291241,1.0,2.0,1.2978,3.1789,1.0,3.4336
38280483575627813_3112,NOT,5,3.144971,0.585851,0.7,3.35,0.8645,4.44,2.65,4.5233
38280487355537874_3113,NOT,6,1.441612,0.306913,1.3,2.95,1.4179,5.1858,1.65,5.3761
38280487387722838_3114,NOT,4,3.31995,0.223276,484.8,557.9,205.323,255.0123,73.1,327.397
38280487388557921_3115,NOT,6,1.40028,0.506712,0.5,1.5,0.8272,1.7918,1.0,1.9735
38280487426552490_3116,NOT,6,1.122683,0.346124,0.95,2.05,1.4681,2.8186,1.1,3.178
38280487516693848_3117,NOT,5,2.301436,0.340172,100.3,123.35,47.9957,47.8311,23.05,67.7599
38280487576790055_3118,NOT,4,1.657106,0.111322,640.85,682.8,271.6649,261.1565,41.95,376.8349
38280487598392370_3119,NOT,4,3.97006,0.304445,261.9,326.15,163.3101,133.6698,64.25,211.0398
38280487624692582_3120,NOT,5,0.882053,0.196887,1.15,2.1,1.6944,4.5178,0.95,4.8251
38280487626659282_3121,NOT,4,1.223186,0.188111,1.3,2.7,2.08,7.1458,1.4,7.4424
38280487720767996_3122,NOT,6,0.980196,0.324893,0.5,1.2,1.1921,1.7947,0.7,2.1546
38280487753498572_3123,NOT,4,3.39587,0.233905,285.2,342.55,161.0886,184.8403,57.35,245.1846
38280487755904342_3124,NOT,6,1.130668,0.307029,1.75,3.25,1.6504,4.5983,1.5,4.8855
38280487767643971_3125,NOT,4,0.890086,0.289921,0.7,1.45,1.2607,2.2589,0.75,2.5869
38280487872657720_3126,NOT,6,1.125,0.273728,0.15,0.6,0.3663,1.6026,0.45,1.644
38280487874054952_3127,NOT,4,1.34791,0.453501,0.85,2.1,0.9333,2.5935,1.25,2.7563
38280487918946477_3128,NOT,5,1.671408,0.436709,0.85,2.4,1.3485,3.2831,1.55,3.5493
38280488071632759_3129,NOT,5,0.983715,0.065706,493.35,515.2,235.7781,234.5052,21.85,332.5417
38280488139503622_3130,NOT,5,1.843024,0.281309,0.45,1.7,0.5104,4.4141,1.25,4.4435
38280488144097884_3131,NOT,5,0.958373,0.304197,0.45,1.1,0.9987,1.889,0.65,2.1368
38280488352895330_3132,NOT,5,1.769303,0.269215,0.45,1.65,0.6863,4.4042,1.2,4.4574
38280493625972563_3133,NOT,6,0.96959,0.218627,0.95,1.9,1.7006,3.9987,0.95,4.3453
38280493761640854_3134,NOT,5,0.910182,0.37348,0.5,1.15,0.607,1.6311,0.65,1.7404
38280493770268535_3135,NOT,6,1.01985,0.287886,1.05,2.1,1.5381,3.3071,1.05,3.6473
38280493811608844_3136,NOT,6,1.69975,0.474765,1.05,2.8,1.2763,3.458,1.75,3.686
38280493820071271_3137,NOT,5,7.873966,0.375773,632.0,829.95,369.7157,375.2438,197.95,526.7804
38280493889269986_3138,NOT,6,1.048285,0.342891,0.9,1.9,1.2937,2.6137,1.0,2.9164
38280494014922802_3139,NOT,4,7.161191,0.371692,458.85,612.25,257.5082,322.5157,153.4,412.7067
38280494135254491_3140,NOT,4,9.996022,0.292728,929.15,1233.85,595.7687,853.5388,304.7,1040.8981
38280498160749803_3141,NOT,5,0.980581,0.180682,0.25,0.75,0.7164,2.673,0.5,2.7673
38280498198775867_3142,NOT,6,2.271075,0.102782,847.1,913.2,453.7436,455.7454,66.1,643.1074
38280498205015394_3143,NOT,4,8.895413,0.283366,1610.2,1967.15,805.1965,968.7338,356.95,1259.6771
38280498211561640_3144,NOT,4,1.090909,0.275681,1.2,2.4,1.6092,4.0445,1.2,4.3529
38280498369573567_3145,NOT,6,1.70625,0.422744,0.3,1.25,0.5712,2.1734,0.95,2.2472
38280498380196048_3146,NOT,4,6.47495,0.387393,547.45,698.95,221.6501,322.1973,151.5,391.0753
38280498380869221_3147,NOT,4,5.922404,0.299477,851.8,1024.65,393.0642,422.6442,172.85,577.172
38280498411551407_3148,NOT,6,9.778291,0.445427,419.8,620.15,208.9033,398.3379,200.35,449.7929
38280498444643853_3149,NOT,6,1.375,0.336528,0.15,0.7,0.4894,1.5594,0.55,1.6343
38280498510783965_3150,NOT,4,1.105815,0.461639,0.45,1.2,0.6048,1.5079,0.75,1.6246
38280498526709323_3151,NOT,4,1.00223,0.267686,0.55,1.3,0.7592,2.697,0.75,2.8018
38280498536888783_3152,NOT,4,1.606721,0.120843,380.7,412.05,192.2742,174.1649,31.35,259.4278
38280501825051041_3153,NOT,6,0.981981,0.348111,0.2,0.65,0.5231,1.1821,0.45,1.2927
38280501842160416_3154,NOT,5,3.071364,0.180764,356.6,414.6,188.1963,259.8723,58.0,320.8605
38280501913478825_3155,NOT,6,0.874157,0.219337,1.05,1.95,1.7006,3.7343,0.9,4.1033
38280501974562581_3156,NOT,4,10.146578,0.558167,493.25,718.6,213.3667,342.7452,225.35,403.7321
38280501997016907_3157,NOT,6,5.921537,0.264449,956.1,1139.2,443.649,531.5734,183.1,692.3833
38280502169626196_3158,NOT,4,3.199332,0.236241,538.6,612.85,246.027,195.585,74.25,314.2973
38280502291786397_3159,NOT,4,5.858916,0.380603,310.55,413.8,169.4069,211.8822,103.25,271.2798
38280502349446295_3160,NOT,4,1.632993,0.450279,0.95,2.55,1.4318,3.2521,1.6,3.5534
38280505321859438_3161,NOT,6,1.25,0.435021,0.15,0.65,0.3663,1.0894,0.5,1.1494
38280505450801067_3162,NOT,4,1.091532,0.244146,1.1,2.25,1.7741,4.3634,1.15,4.7103
38280505618831421_3163,NOT,6,1.418416,0.386457,0.2,0.85,0.4104,1.6311,0.65,1.6819
38280505713647199_3164,NOT,6,2.059219,0.623118,0.25,1.3,0.4443,1.6255,1.05,1.6851
38280505751022406_3165,NOT,6,1.240077,0.359384,0.85,2.0,1.6311,2.753,1.15,3.1999
38280505886279428_3166,NOT,4,1.398876,0.107382,310.5,335.15,189.5922,129.4211,24.65,229.554
38280506010934722_3167,NOT,5,2.766822,0.116099,962.75,1048.6,448.1117,588.2125,85.85,739.4579
38280509434155143_3168,NOT,5,2.350818,0.105545,573.55,629.85,349.4729,402.9954,56.3,533.4197
38280509721891724_3169,NOT,4,4.100917,0.435719,118.8,163.5,63.4629,80.604,44.7,102.5892
38280509868208575_3170,NOT,4,0.959762,0.068918,373.55,392.1,187.3121,193.289,18.55,269.1588
38280509885524612_3171,NOT,6,1.309307,0.311704,0.2,0.8,0.4104,1.8806,0.6,1.9249
38280509920239703_3172,NOT,4,5.073282,0.171216,1387.85,1576.85,615.1881,916.5508,189.0,1103.8667
38280510006724192_3173,NOT,6,2.752793,0.379275,0.6,2.75,0.8826,5.5996,2.15,5.6687
38280513507583450_3174,NOT,6,1.654408,0.132562,233.85,259.15,132.9865,136.8938,25.3,190.8542
38280513593407033_3175,NOT,4,10.181076,0.418644,801.3,1089.5,412.9412,550.8097,288.2,688.4125
38280513714304915_3176,NOT,6,2.416667,0.509727,0.35,1.8,0.6708,2.7644,1.45,2.8447
38280513847931804_3177,NOT,4,3.923829,0.514509,71.15,104.25,32.2397,55.6719,33.1,64.3331
38280513881844168_3178,NOT,5,3.042665,0.188741,356.5,413.95,244.621,181.1392,57.45,304.386
38280513908855747_3179,NOT,6,2.646467,0.487373,0.65,2.8,0.6708,4.3601,2.15,4.4114
38280514134187932_3180,NOT,4,0.857493,0.158626,1.35,2.35,1.7252,6.0635,1.0,6.3041
38280516967174109_3181,NOT,4,1.090909,0.315997,1.2,2.4,1.6733,3.409,1.2,3.7975
38280517012789734_3182,NOT,4,1.0,0.305036,0.8,1.7,1.1965,2.697,0.9,2.9505
38280517092901518_3183,NOT,4,9.743929,0.433538,717.2,978.15,400.0453,449.7304,260.95,601.9084
38280517179759478_3184,NOT,6,1.717911,0.441771,0.4,1.5,0.6806,2.3952,1.1,2.49
38280517243745187_3185,NOT,6,1.0,0.434818,0.8,1.7,0.8944,1.8666,0.9,2.0698
38280517343833654_3186,NOT,5,3.222117,0.225526,292.95,348.1,186.0938,158.6469,55.15,244.5398
38280517519846419_3187,NOT,5,4.757543,0.377899,178.7,242.3,107.6051,129.4052,63.6,168.299
38280517527374308_3188,NOT,5,1.619,0.095068,455.4,489.95,192.6307,308.1735,34.55,363.4246
38280517539446139_3189,NOT,6,1.120224,0.327751,0.5,1.3,1.0513,2.2029,0.8,2.4409
38280520869566154_3190,NOT,4,0.991448,0.064491,380.9,400.25,166.6386,249.5138,19.35,300.0426
38280520887839423_3191,NOT,5,11.173493,0.64138,651.5,936.7,269.6472,353.579,285.2,444.6659
38280520898821348_3192,NOT,5,1.613569,0.421547,1.1,2.8,1.4832,3.7501,1.7,4.0328
38280520936073616_3193,NOT,5,1.093216,0.313711,0.4,1.1,0.6806,2.125,0.7,2.2314
38280520983326517_3194,NOT,6,2.059219,0.467244,0.25,1.3,0.4443,2.2029,1.05,2.2472
38280523195804746_3195,NOT,5,4.220008,0.240956,567.15,667.65,235.5842,344.185,100.5,417.089
38280523265699105_3196,NOT,5,1.327477,0.454173,0.4,1.25,0.6806,1.7434,0.85,1.8715
38280523309501847_3197,NOT,6,2.137908,0.357393,0.45,1.9,0.8256,3.9723,1.45,4.0572
38280523379719269_3198,NOT,4,1.779241,0.30849,0.85,2.5,1.1367,5.2265,1.65,5.3486
38280523420756442_3199,NOT,5,0.898027,0.316561,0.3,0.8,0.9234,1.2814,0.5,1.5795
38280523474019410_3200,NOT,5,0.968475,0.222898,1.4,2.55,2.2337,4.6507,1.15,5.1593
38280523505859181_3201,NOT,4,1.25,0.435503,0.35,1.1,0.5871,1.619,0.75,1.7221
38280523528994825_3202,NOT,5,1.293993,0.370328,0.85,2.05,1.3089,2.9643,1.2,3.2404
38280523624572128_3203,NOT,5,1.200198,0.445569,0.2,0.75,0.5231,1.118,0.55,1.2344
38280526885700810_3204,NOT,4,4.164251,0.272934,381.15,462.45,188.0589,231.0036,81.3,297.8738
38280526898948565_3205,NOT,6,1.190238,0.526349,0.5,1.35,0.9459,1.3089,0.85,1.6149
38280526912087657_3206,NOT,5,0.888889,0.213809,0.8,1.6,1.6092,3.3779,0.8,3.7417
38280526915259985_3207,NOT,5,1.59206,0.297707,1.0,2.6,1.8918,5.0304,1.6,5.3744
38280526949548992_3208,NOT,5,1.0,0.327601,0.8,1.7,1.7045,2.1546,0.9,2.7472
38280527005442837_3209,NOT,6,1.21635,0.239178,0.6,1.55,1.6026,3.6343,0.95,3.9719
38280527010344303_3210,NOT,4,5.24724,0.23532,845.75,998.35,405.0563,506.4116,152.6,648.4777
38280527103509629_3211,NOT,6,1.527525,0.397236,0.2,0.9,0.6959,1.619,0.7,1.7622
38280527124659575_3212,NOT,6,15.441462,0.460754,1354.25,1922.5,755.1033,975.1185,568.25,1233.3033
38280527132883248_3213,NOT,5,6.741113,0.456108,320.05,440.65,142.7071,222.5936,120.6,264.4111
38280527266153576_3214,NOT,6,2.941742,0.499271,0.25,1.75,0.4443,2.9714,1.5,3.0044
38280527398580868_3215,NOT,4,4.668768,0.302825,392.95,485.5,215.7946,216.4203,92.55,305.6224
38280527406221131_3216,NOT,4,2.7196,0.488002,1.05,3.85,1.1459,5.6221,2.8,5.7377
38280527481896838_3217,NOT,5,2.858292,0.117769,871.9,956.3,510.8279,502.6442,84.4,716.6563
38280527497954258_3218,NOT,6,1.416667,0.247693,0.35,1.2,0.5871,3.3811,0.85,3.4317
38280527508244994_3219,NOT,6,1.0,0.339658,0.8,1.7,1.2397,2.3418,0.9,2.6497
38280527548438135_3220,NOT,4,1.069045,0.33024,0.55,1.35,1.3563,2.0072,0.8,2.4225
38280531534396232_3221,NOT,4,2.429063,0.192886,461.8,514.0,168.2531,211.965,52.2,270.6257
38280531540899506_3222,NOT,4,1.208637,0.120092,104.4,116.75,49.6603,90.0525,12.35,102.8378
38280531591353393_3223,NOT,6,6.817588,0.406516,269.15,381.0,195.7483,193.3554,111.85,275.1431
38280531610959167_3224,NOT,6,1.833333,0.471302,0.35,1.45,0.6708,2.2355,1.1,2.334
38280531617041964_3225,NOT,4,1.111111,0.498689,0.8,1.8,1.2814,1.5424,1.0,2.0053
38280531651538620_3226,NOT,4,1.226859,0.078014,530.2,558.45,251.7038,260.329,28.25,362.1133
38280531684394099_3227,NOT,5,1.470871,0.361571,0.25,1.0,0.7164,1.9467,0.75,2.0743
38280531696973444_3228,NOT,4,9.506034,0.652655,465.05,670.05,177.0375,259.4564,205.0,314.1017
38280531727444808_3229,NOT,4,1.165578,0.14076,108.65,120.8,59.6642,62.3763,12.15,86.317
38280531922521212_3230,NOT,6,4.175423,0.287872,205.45,265.3,108.5689,177.3059,59.85,207.9052
38280531952943306_3231,NOT,4,5.29845,0.297001,590.0,718.7,284.7311,326.6561,128.7,433.3313
38280531961204315_3232,NOT,4,5.0,0.391441,0.0,0.5,0.0,1.2773,0.5,1.2773
38280535637642707_3233,NOT,5,1.795998,0.637905,0.4,1.55,0.7539,1.6376,1.15,1.8028
38280535642965204_3234,NOT,5,1.5,0.409447,0.0,0.15,0.0,0.3663,0.15,0.3663
38280535650082560_3235,NOT,4,1.116979,0.302747,1.05,2.2,2.0384,3.2053,1.15,3.7985
38280535669739223_3236,NOT,4,9.147244,0.304691,1452.35,1800.95,817.5554,800.3699,348.6,1144.1105
38280535871959993_3237,NOT,4,0.970495,0.30421,0.85,1.75,1.268,2.673,0.9,2.9585
38280535880785318_3238,NOT,5,0.917389,0.176195,1.3,2.35,2.0287,5.6033,1.05,5.9593
38280536103196877_3239,NOT,5,7.554162,0.546442,268.35,392.1,141.069,177.1609,123.75,226.4651
38280536164521263_3240,NOT,5,1.158132,0.320447,1.25,2.55,1.7733,3.6487,1.3,4.0568
