circuit_id,gate,n_nodes,snr_reportado,snr_real,media_low,media_high,desvio_low,desvio_high,sinal,ruido
38282865124034005_8885,NOT,6,0.875,0.236679,0.15,0.5,0.4894,1.3955,0.35,1.4788
38282865346691714_8886,NOT,5,5.477825,0.226238,539.2,666.4,393.759,401.3311,127.2,562.2391
38282865358747431_8887,NOT,4,2.814086,0.110425,1021.7,1111.65,547.29,603.3334,89.95,814.5781
38282865478739675_8888,NOT,4,5.980482,0.240565,786.3,954.0,428.5932,549.7911,167.7,697.11
38282865480151653_8889,NOT,5,5.208211,0.308785,550.5,672.7,266.3621,292.6859,122.2,395.7447
38282865658633221_8890,NOT,4,1.413693,0.056333,759.1,798.05,515.5575,460.7211,38.95,691.4214
38282865728645048_8891,NOT,4,1.5,0.409447,0.0,0.15,0.0,0.3663,0.15,0.3663
38282869986900902_8892,NOT,5,1.41089,0.09131,406.6,435.05,220.8875,219.7449,28.45,311.5753
38282870032847026_8893,NOT,5,2.607597,0.160271,423.3,476.95,196.113,271.2817,53.65,334.7448
38282870081735120_8894,NOT,6,8.837043,0.478626,318.85,476.65,198.0734,263.5621,157.8,329.6939
38282870113078079_8895,NOT,4,7.297766,0.284946,940.45,1164.25,558.9138,551.8054,223.8,785.4132
38282870140994739_8896,NOT,4,1.269491,0.261923,0.55,1.5,1.3945,3.3482,0.95,3.627
38282870234552389_8897,NOT,6,1.377838,0.270527,0.95,2.3,1.4681,4.7694,1.35,4.9903
38282870329993760_8898,NOT,6,1.416667,0.42019,0.35,1.2,0.4894,1.9628,0.85,2.0229
38282870354905994_8899,NOT,4,1.833333,0.607525,0.8,2.45,1.2397,2.4165,1.65,2.7159
38282870396846179_8900,NOT,6,1.224745,0.424264,0.05,0.35,0.2236,0.6708,0.3,0.7071
38282870414143593_8901,NOT,6,4.429098,0.604992,92.5,135.1,33.6335,61.8622,42.6,70.4141
38282870523624509_8902,NOT,5,1.105815,0.503546,0.45,1.2,0.7592,1.2814,0.75,1.4894
38282870529226383_8903,NOT,6,0.922722,0.177714,1.05,2.0,1.4681,5.1401,0.95,5.3457
38282870560871666_8904,NOT,4,8.258184,0.46599,553.85,748.2,265.0623,322.0075,194.35,417.0693
38282870593895441_8905,NOT,5,1.833333,0.353958,0.35,1.45,0.8127,2.9996,1.1,3.1077
38282870642208441_8906,NOT,6,1.20049,0.355721,1.35,2.75,2.3902,3.1267,1.4,3.9357
38282870751604954_8907,NOT,6,2.041241,0.472859,0.95,2.95,1.572,3.9266,2.0,4.2296
38282870766366426_8908,NOT,5,2.702973,0.127834,567.65,632.05,326.255,383.8633,64.4,503.7791
38282870792401601_8909,NOT,6,1.542552,0.131208,328.3,356.25,154.3111,146.8529,27.95,213.0204
38282870839524053_8910,NOT,5,1.277778,0.208837,0.8,1.95,1.1965,5.3751,1.15,5.5067
38282870866709020_8911,NOT,4,3.405322,0.165697,802.2,898.65,270.3025,515.5197,96.45,582.0859
38282870939295422_8912,NOT,4,4.34989,0.23092,586.55,691.9,249.1608,382.1712,105.35,456.2192
38282870981386356_8913,NOT,5,2.136207,0.405059,0.7,2.5,1.3803,4.224,1.8,4.4438
38282876714478252_8914,NOT,4,3.286356,0.178948,684.0,769.95,237.9491,417.2242,85.95,480.3081
38282876919484163_8915,NOT,5,1.020621,0.186498,2.15,3.65,3.9105,7.0283,1.5,8.043
38282876972747218_8916,NOT,5,1.281363,0.331686,1.1,2.45,1.5526,3.7623,1.35,4.0701
38282877030231022_8917,NOT,5,0.949425,0.361209,0.7,1.5,1.1743,1.8778,0.8,2.2148
38282877042444744_8918,NOT,5,4.21076,0.210188,621.8,726.8,339.6927,366.2813,105.0,499.5529
38282877256732664_8919,NOT,4,1.326978,0.347428,0.45,1.35,0.9987,2.3902,0.9,2.5905
38282877316703313_8920,NOT,5,3.0,0.943866,0.35,2.15,0.5871,1.8144,1.8,1.9071
38282877426464689_8921,NOT,6,5.111692,0.307979,333.85,427.25,178.2486,245.3539,93.4,303.2673
38282877603910563_8922,NOT,4,3.050435,0.219966,373.45,432.4,172.9775,204.6968,58.95,267.9962
38282877631209637_8923,NOT,5,5.730284,0.271812,844.25,1010.75,420.9082,445.0403,166.5,612.5557
38282877689246536_8924,NOT,6,1.792516,0.405213,0.6,2.0,0.7539,3.3717,1.4,3.455
38282877711094395_8925,NOT,5,1.641811,0.34344,1.0,2.65,2.0261,4.3562,1.65,4.8043
38282882892027320_8926,NOT,5,1.548556,0.481191,0.75,2.1,0.8507,2.6735,1.35,2.8055
38282883026139347_8927,NOT,4,1.60591,0.335777,0.75,2.15,1.0195,4.0429,1.4,4.1694
38282883122161992_8928,NOT,4,7.426043,0.302872,845.25,1061.15,546.4214,457.786,215.9,712.8424
38282883153985163_8929,NOT,6,1.280369,0.246932,0.6,1.6,0.8208,3.9656,1.0,4.0497
38282883163383149_8930,NOT,4,2.54951,0.655632,0.25,1.55,0.5501,1.905,1.3,1.9828
38282883441202983_8931,NOT,6,1.055556,0.311297,0.8,1.75,2.0157,2.2913,0.95,3.0517
38282883470694326_8932,NOT,4,1.116979,0.290307,1.05,2.2,2.2589,3.2541,1.15,3.9613
38282883566297370_8933,NOT,5,2.107875,0.309676,71.3,89.1,38.9995,42.2248,17.8,57.4795
38282883663177757_8934,NOT,4,3.587465,0.196135,532.05,614.8,313.6313,282.2029,82.75,421.9041
38282883674544127_8935,NOT,4,1.222222,0.328534,0.8,1.9,1.0052,3.1937,1.1,3.3482
38282883695903896_8936,NOT,6,1.093216,0.320561,0.4,1.1,0.9403,1.9708,0.7,2.1837
38282883755616731_8937,NOT,6,1.114741,0.306817,1.35,2.65,1.8994,3.7874,1.3,4.2371
38282883766472161_8938,NOT,5,1.118432,0.094956,278.05,296.7,121.3913,154.4021,18.65,196.4074
38282888874216097_8939,NOT,6,0.916579,0.286921,0.85,1.7,1.1367,2.7357,0.85,2.9625
38282888947699006_8940,NOT,5,4.22155,0.255123,385.15,468.0,183.2057,268.1325,82.85,324.7451
38282889105744205_8941,NOT,4,6.547619,0.327228,864.35,1056.85,381.777,447.5648,192.5,588.2754
38282889374357700_8942,NOT,5,1.416667,0.450133,0.35,1.2,0.5871,1.7947,0.85,1.8883
38282889396497502_8943,NOT,5,3.799907,0.338331,308.1,374.8,122.5097,154.4582,66.7,197.1445
38282889421436983_8944,NOT,4,0.988189,0.053637,548.8,571.95,291.5598,318.2436,23.15,431.6088
38282889518149163_8945,NOT,4,2.522241,0.168084,360.65,408.55,168.2493,230.0077,47.9,284.976
38282889654232086_8946,NOT,6,1.356801,0.430606,0.1,0.55,0.3078,0.9987,0.45,1.045
38282889812400756_8947,NOT,6,1.202676,0.404843,0.55,1.45,0.9445,2.0125,0.9,2.2231
38282889844735215_8948,NOT,4,9.05956,0.379218,722.4,965.9,394.5999,506.554,243.5,642.1106
38282894845851167_8949,NOT,4,10.558017,0.383651,881.95,1195.5,464.3317,672.5639,313.55,817.2797
38282894963637080_8950,NOT,6,4.01262,0.240655,578.95,675.5,255.9886,308.9164,96.55,401.1975
38282894977610307_8951,NOT,5,1.091089,0.338725,0.2,0.7,0.5231,1.3803,0.5,1.4761
38282894983841093_8952,NOT,5,1.153113,0.511708,0.9,2.0,1.1653,1.8064,1.1,2.1497
38282895032628209_8953,NOT,6,3.441092,0.465131,66.2,94.2,34.7572,49.1503,28.0,60.1981
38282895094751440_8954,NOT,6,1.068103,0.342755,0.7,1.6,1.3803,2.2337,0.9,2.6258
38282895197716480_8955,NOT,6,0.968475,0.325098,1.4,2.55,1.5355,3.1867,1.15,3.5374
38282895323772402_8956,NOT,6,3.765669,0.21216,625.1,719.25,296.2167,330.4332,94.15,443.7684
38282895363096071_8957,NOT,6,1.024411,0.303834,0.85,1.8,1.1821,2.8946,0.95,3.1267
38282895392703168_8958,NOT,5,1.339788,0.403655,1.6,3.3,2.2572,3.5556,1.7,4.2115
38282895443683595_8959,NOT,4,1.326978,0.314597,0.45,1.35,1.099,2.6413,0.9,2.8608
38282895461067856_8960,NOT,4,1.380463,0.077828,617.35,651.65,366.428,244.8639,34.3,440.7129
38282895495143497_8961,NOT,4,1.008764,0.288308,0.7,1.55,0.9234,2.7999,0.85,2.9482
38282895536893809_8962,NOT,5,1.796053,0.654162,0.3,1.3,0.4702,1.4546,1.0,1.5287
38282899679273060_8963,NOT,4,7.468134,0.320015,875.7,1096.7,445.8211,527.4111,221.0,690.5931
38282899794409211_8964,NOT,4,0.86164,0.297628,0.65,1.35,1.1367,2.059,0.7,2.3519
38282899854463745_8965,NOT,4,2.373563,0.414476,0.7,2.7,1.0311,4.7139,2.0,4.8254
38282900051730452_8966,NOT,5,1.994906,0.376496,0.85,2.7,1.6631,4.6237,1.85,4.9137
38282900074765328_8967,NOT,4,2.450373,0.139434,610.6,671.15,293.4871,320.068,60.55,434.2559
38282900078069853_8968,NOT,5,0.916667,0.421505,0.35,0.9,0.5871,1.1653,0.55,1.3048
38282900211999080_8969,NOT,6,1.032094,0.351157,0.45,1.15,0.8256,1.8144,0.7,1.9934
38282900316355487_8970,NOT,6,1.820755,0.129988,378.0,413.4,185.2821,199.5899,35.4,272.3337
38282904655327832_8971,NOT,5,1.477098,0.300445,0.65,1.85,1.0894,3.8426,1.2,3.9941
38282904818397323_8972,NOT,6,2.506513,0.31727,0.45,2.15,0.6863,5.3141,1.7,5.3582
38282904830719975_8973,NOT,6,0.898027,0.388939,0.3,0.8,0.5712,1.1517,0.5,1.2855
38282904854453192_8974,NOT,5,2.088493,0.335336,1.6,4.25,2.2804,7.5664,2.65,7.9025
38282904879685161_8975,NOT,6,2.517192,0.13258,545.65,604.45,267.8419,353.4942,58.8,443.5059
38282904912796491_8976,NOT,6,5.864229,0.354018,300.75,402.45,198.1838,207.9647,101.7,287.2736
38282904938141490_8977,NOT,4,2.941742,0.6192,0.25,1.75,0.4443,2.3814,1.5,2.4225
38282905078621772_8978,NOT,4,5.409672,0.27527,375.65,480.5,253.5531,284.2435,104.85,380.8984
38282905179440170_8979,NOT,5,2.248276,0.156967,297.05,335.8,194.0056,152.6598,38.75,246.8667
38282905359548532_8980,NOT,6,1.113589,0.199388,1.25,2.5,2.8074,5.6054,1.25,6.2692
38282905390222367_8981,NOT,6,1.491202,0.357885,0.75,2.05,1.4464,3.3321,1.3,3.6325
38282905436369760_8982,NOT,6,9.137023,0.446862,624.85,853.25,352.8282,369.8046,228.4,511.1195
38282905851638361_8983,NOT,5,2.944444,0.344517,0.8,3.45,1.0563,7.6191,2.65,7.6919
38282911417810149_8984,NOT,5,1.032371,0.317885,0.75,1.65,0.9665,2.6611,0.9,2.8312
38282911474037178_8985,NOT,5,1.372813,0.339655,0.25,0.95,0.7164,1.9324,0.7,2.0609
38282911554986615_8986,NOT,6,2.0,0.48734,0.0,0.2,0.0,0.4104,0.2,0.4104
38282911651810596_8987,NOT,4,0.956142,0.058849,409.55,428.9,269.6144,188.2095,19.35,328.8081
38282911672622048_8988,NOT,5,2.77248,0.227218,312.35,361.35,161.6003,142.797,49.0,215.6517
38282911675646111_8989,NOT,5,2.342606,0.473594,0.4,1.9,0.6806,3.0933,1.5,3.1673
38282911741154925_8990,NOT,6,1.080865,0.186575,1.55,2.9,2.7429,6.6956,1.35,7.2357
38282912037796539_8991,NOT,6,4.549133,0.374293,292.85,370.7,129.306,162.913,77.85,207.992
38282912042759050_8992,NOT,6,1.695582,0.470001,0.45,1.6,0.6048,2.3709,1.15,2.4468
38282912069254659_8993,NOT,4,3.5482,0.250606,253.55,310.05,148.317,169.7985,56.5,225.4539
38282912248223759_8994,NOT,5,1.5,0.306523,0.0,0.15,0.0,0.4894,0.15,0.4894
38282912266459135_8995,NOT,6,1.47442,0.593721,0.45,1.45,0.9445,1.3945,1.0,1.6843
38282912300583178_8996,NOT,5,6.369627,0.450141,361.45,482.55,172.3624,206.5591,121.1,269.0269
38282917860324466_8997,NOT,5,10.084205,0.403124,991.6,1309.15,456.7856,641.7594,317.55,787.7234
38282917879804258_8998,NOT,4,4.727008,0.351395,351.7,440.35,195.909,158.9493,88.65,252.28
38282918003734006_8999,NOT,5,1.069045,0.291178,1.25,2.45,2.1491,3.5165,1.2,4.1212
38282918081177423_9000,NOT,4,11.158091,0.546094,382.05,600.15,255.8584,306.6627,218.1,399.3815
38282918088847616_9001,NOT,6,1.354006,0.4048,0.65,1.75,1.04,2.5105,1.1,2.7174
38282918133373387_9002,NOT,4,14.923258,0.758376,487.5,817.0,233.8174,366.201,329.5,434.481
38282918170113312_9003,NOT,5,6.089508,0.447619,311.05,418.45,124.3274,205.2125,107.4,239.9364
38282918197173336_9004,NOT,5,5.004676,0.245377,567.75,687.0,288.0862,391.3943,119.25,485.9868
38282918403995572_9005,NOT,5,0.952579,0.190935,2.15,3.55,4.0817,6.0912,1.4,7.3323
38282918484863898_9006,NOT,4,1.472424,0.623917,0.6,1.75,0.7539,1.6819,1.15,1.8432
38282918590792975_9007,NOT,6,1.094797,0.291072,1.4,2.7,1.6351,4.1562,1.3,4.4662
38282918594740786_9008,NOT,5,2.277193,0.57666,0.65,2.5,0.8751,3.0865,1.85,3.2081
38282918702260062_9009,NOT,6,0.945732,0.200293,1.6,2.8,1.8468,5.6995,1.2,5.9912
38282918705842944_9010,NOT,5,0.937043,0.298433,0.4,1.0,0.6806,1.8918,0.6,2.0105
38282918719400556_9011,NOT,5,1.779241,0.527996,0.85,2.5,1.7852,2.5649,1.65,3.125
38282918726201297_9012,NOT,4,1.916745,0.570376,0.45,1.75,1.191,1.9433,1.3,2.2792
38282923944029091_9013,NOT,6,1.149185,0.151607,69.05,78.6,36.5722,51.288,9.55,62.992
38282923950409658_9014,NOT,6,1.756278,0.135608,322.7,354.25,137.0936,187.9748,31.55,232.6567
38282924187598490_9015,NOT,5,1.186782,0.370518,0.7,1.7,1.5927,2.1788,1.0,2.6989
38282924189623919_9016,NOT,5,6.664142,0.332669,561.75,719.7,235.5435,412.2503,157.95,474.7958
38282924194601197_9017,NOT,5,1.166667,0.485486,0.35,1.05,0.6708,1.2763,0.7,1.4419
38282924336931933_9018,NOT,4,0.971286,0.296654,1.05,2.05,1.905,2.781,1.0,3.3709
38282924393527774_9019,NOT,5,1.045455,0.297582,1.2,2.35,1.4364,3.5876,1.15,3.8645
38282924420822332_9020,NOT,6,1.046278,0.33333,0.65,1.5,1.5652,2.0131,0.85,2.55
38282924780614345_9021,NOT,5,1.839512,0.301563,0.7,2.25,1.3018,4.9723,1.55,5.1399
38282929204484858_9022,NOT,6,1.158132,0.316425,1.25,2.55,1.3717,3.8726,1.3,4.1084
38282929249387838_9023,NOT,4,0.891042,0.239385,0.9,1.75,1.0712,3.3853,0.85,3.5508
38282929434370272_9024,NOT,4,2.560561,0.177713,294.6,338.55,157.3907,190.7618,43.95,247.3093
38282929565625377_9025,NOT,4,6.969865,0.445581,289.05,407.55,180.4443,195.3629,118.5,265.9452
38282929587769366_9026,NOT,5,8.118203,0.316633,883.1,1124.35,576.4257,498.2569,241.25,761.9229
38282929603980313_9027,NOT,4,2.993883,0.157353,692.75,771.55,333.0404,373.9911,78.8,500.7846
38282929632541337_9028,NOT,4,1.707773,0.104285,601.95,643.85,300.1504,267.0942,41.9,401.783
38282929685078823_9029,NOT,5,7.577263,0.422188,507.2,677.85,275.9885,295.3156,170.65,404.2041
38282929897802781_9030,NOT,6,1.024411,0.38161,0.85,1.8,1.0894,2.2384,0.95,2.4895
38282929925412521_9031,NOT,4,5.717847,0.223191,690.95,841.25,452.9934,498.2821,150.3,673.4152
38282930025893723_9032,NOT,4,6.470299,0.406322,425.7,559.2,206.4209,255.617,133.5,328.5569
38282930046697810_9033,NOT,6,1.469937,0.339212,1.25,2.9,2.5726,4.1282,1.65,4.8642
38282930051758664_9034,NOT,4,2.351511,0.3134,0.75,2.8,1.2927,6.4122,2.05,6.5412
38282934304608418_9035,NOT,4,7.740195,0.277618,1027.0,1275.05,571.3724,686.9241,248.05,893.4938
38282934349417541_9036,NOT,4,3.368378,0.170238,584.7,666.15,343.5674,332.9756,81.45,478.4468
38282934538562089_9037,NOT,4,6.23104,0.235217,1008.2,1206.05,341.7587,768.5802,197.85,841.1388
38282934549404534_9038,NOT,5,1.169369,0.546807,0.65,1.6,0.9333,1.4654,0.95,1.7374
38282934609073041_9039,NOT,6,2.514474,0.439949,0.3,1.7,0.5712,3.1305,1.4,3.1822
38282934628425229_9040,NOT,6,1.152332,0.316331,0.6,1.5,1.1425,2.6057,0.9,2.8451
38282934671240971_9041,NOT,5,0.949158,0.204663,1.1,2.1,1.8035,4.541,1.0,4.8861
38282934680854683_9042,NOT,5,1.206045,0.314168,0.1,0.5,0.3078,1.2354,0.4,1.2732
38282934739284671_9043,NOT,5,1.179536,0.408978,0.45,1.25,0.7592,1.8028,0.8,1.9561
38282934887848897_9044,NOT,4,1.167434,0.300075,0.3,0.95,0.8013,2.0125,0.65,2.1661
38282935053749947_9045,NOT,6,1.528982,0.305576,1.3,3.05,2.1788,5.2962,1.75,5.7269
38282935115641173_9046,NOT,5,2.477983,0.261722,103.0,128.15,57.4493,77.0306,25.15,96.0944
38282935139220278_9047,NOT,4,3.502303,0.475193,0.3,2.25,0.5712,4.0636,1.95,4.1036
38282939857332820_9048,NOT,4,3.606212,0.259918,360.8,429.3,190.9173,181.6759,68.5,263.5442
38282940003687158_9049,NOT,6,1.509659,0.359404,0.85,2.25,1.268,3.6832,1.4,3.8953
38282940022992011_9050,NOT,4,0.958373,0.467371,0.45,1.1,0.6048,1.2524,0.65,1.3908
38282940052124746_9051,NOT,5,0.945285,0.248828,1.0,1.95,1.4142,3.5463,0.95,3.8179
38282940317198048_9052,NOT,4,3.241776,0.27603,294.15,349.75,136.8235,147.8256,55.6,201.4276
38282940324125463_9053,NOT,4,3.386408,0.21292,356.05,419.95,179.0506,240.8499,63.9,300.113
38282940355563370_9054,NOT,6,9.819278,0.437597,714.65,977.15,313.4132,511.4806,262.5,599.8669
38282940410961055_9055,NOT,6,1.157615,0.236566,1.35,2.7,1.6631,5.4589,1.35,5.7066
38282940473596986_9056,NOT,5,2.400397,0.485836,0.2,1.3,0.4104,2.2266,1.1,2.2641
38282940501247114_9057,NOT,5,4.464876,0.244102,587.8,696.05,227.307,380.7766,108.25,443.4628
38282940718761681_9058,NOT,4,1.720833,0.470117,0.7,2.15,1.0809,2.8887,1.45,3.0843
38282940722017123_9059,NOT,6,1.671258,0.341616,1.15,2.95,2.4554,4.662,1.8,5.2691
38282945434017609_9060,NOT,5,5.663527,0.239874,827.3,990.2,441.7932,515.7551,162.9,679.1057
38282945553791677_9061,NOT,4,1.389852,0.200616,69.05,80.6,35.838,45.0583,11.55,57.5727
38282945574780371_9062,NOT,4,1.220683,0.305184,1.5,3.0,1.9601,4.5073,1.5,4.9151
38282945580862316_9063,NOT,4,1.923341,0.115785,531.7,576.05,275.7509,265.8534,44.35,383.036
38282945647923100_9064,NOT,6,1.293993,0.384049,0.85,2.05,1.3485,2.8186,1.2,3.1246
38282945674190154_9065,NOT,5,0.867528,0.245293,0.95,1.8,1.3945,3.1722,0.85,3.4652
38282945864547794_9066,NOT,5,4.27193,0.286517,291.6,364.55,112.6753,228.3208,72.95,254.6097
38282945881472193_9067,NOT,6,1.20702,0.409483,1.15,2.45,1.6631,2.7043,1.3,3.1747
38282945926209002_9068,NOT,6,2.240645,0.375194,0.6,2.35,1.1425,4.5222,1.75,4.6643
38282945949044792_9069,NOT,5,1.024295,0.330092,0.6,1.4,0.7539,2.3033,0.8,2.4236
38282945968194699_9070,NOT,5,1.781742,0.227571,1.25,3.25,1.6504,8.6321,2.0,8.7884
38282946005414987_9071,NOT,6,1.257237,0.340712,0.3,1.0,0.8013,1.8918,0.7,2.0545
38282946061889404_9072,NOT,5,1.336306,0.41963,0.55,1.55,0.7592,2.2589,1.0,2.3831
38282946206595858_9073,NOT,4,11.252326,0.500785,627.4,909.25,360.6715,432.0624,281.85,562.816
38282951281046872_9074,NOT,5,1.015129,0.321322,0.4,1.05,0.6806,1.905,0.65,2.0229
38282951294881436_9075,NOT,5,1.610322,0.290599,0.5,1.65,1.0,3.8289,1.15,3.9573
38282951327795040_9076,NOT,6,4.585158,0.356685,293.1,371.6,123.4363,182.2076,78.5,220.0821
38282951390168971_9077,NOT,5,0.979912,0.238036,1.75,3.05,2.5314,4.8393,1.3,5.4613
38282951414168338_9078,NOT,4,5.065774,0.423582,294.6,381.55,143.511,146.7707,86.95,205.2731
38282951613829493_9079,NOT,4,1.094541,0.326395,1.0,2.1,1.2566,3.1271,1.1,3.3701
38282951694277442_9080,NOT,6,1.717911,0.391754,0.4,1.5,0.6806,2.7242,1.1,2.8079
38282951764404898_9081,NOT,4,1.024597,0.09746,225.9,241.3,109.2963,114.1173,15.4,158.014
38282951779962450_9082,NOT,6,5.476446,0.239055,842.4,1001.35,444.0337,494.912,158.95,664.9089
38282951801818765_9083,NOT,6,5.78633,0.45922,341.3,448.2,152.7161,175.6907,106.9,232.7863
38282951891171733_9084,NOT,6,2.310462,0.562387,0.5,2.15,0.8272,2.8149,1.65,2.9339
38282951926474386_9085,NOT,5,1.875,0.351809,0.15,0.9,0.4894,2.0749,0.75,2.1318
38282952013600073_9086,NOT,4,1.003447,0.254707,1.8,3.15,3.0192,4.3562,1.35,5.3002
38282952040076582_9087,NOT,6,0.867528,0.282385,0.95,1.8,1.3563,2.6872,0.85,3.0101
38282952057305919_9088,NOT,4,1.13586,0.386806,0.55,1.4,1.0501,1.9304,0.85,2.1975
38282952069178565_9089,NOT,6,1.705985,0.0814,855.55,905.45,435.8782,431.0493,49.9,613.0199
38282956990549993_9090,NOT,6,0.943242,0.179252,1.35,2.45,1.7554,5.8802,1.1,6.1366
38282957152360901_9091,NOT,6,1.044789,0.299871,1.0,2.05,2.052,2.8373,1.05,3.5015
38282957163034149_9092,NOT,5,1.075606,0.055887,533.75,558.6,251.1221,366.9445,24.85,444.6466
38282957195880362_9093,NOT,4,3.136714,0.196738,308.0,363.05,199.7983,195.8989,55.05,279.8137
38282957313870244_9094,NOT,4,1.485563,0.322971,1.15,2.75,1.7252,4.6439,1.6,4.954
38282957317414649_9095,NOT,4,2.598145,0.382198,62.55,83.1,31.8524,43.3176,20.55,53.7679
38282957318363370_9096,NOT,6,0.994135,0.234044,1.7,3.0,2.2734,5.068,1.3,5.5545
38282957385293142_9097,NOT,6,1.200198,0.329463,0.2,0.75,0.4104,1.6182,0.55,1.6694
38282957465373531_9098,NOT,4,5.281694,0.42028,298.8,390.1,125.0703,177.6202,91.3,217.2361
38282957517411743_9099,NOT,4,6.684565,0.557655,250.5,356.3,106.5183,156.9989,105.8,189.723
38282957548450202_9100,NOT,4,1.170643,0.107231,271.8,291.1,97.4753,151.3052,19.3,179.9852
38282957568147792_9101,NOT,5,0.916579,0.274073,0.85,1.7,1.5313,2.697,0.85,3.1014
38282957630508893_9102,NOT,4,1.891465,0.284849,1.6,4.0,2.5423,8.0328,2.4,8.4255
38282957693871338_9103,NOT,5,0.884652,0.267066,0.45,1.05,0.887,2.0641,0.6,2.2466
38282962815334818_9104,NOT,6,0.88426,0.264354,1.4,2.45,1.9574,3.4561,1.05,3.9719
38282962878123081_9105,NOT,4,2.523552,0.131812,559.65,619.35,340.0807,299.133,59.7,452.9188
38282962922987603_9106,NOT,4,8.651561,0.411955,591.7,802.15,345.8847,375.9492,210.45,510.8562
38282962984936758_9107,NOT,6,1.608872,0.18315,72.5,86.2,40.3661,62.9759,13.7,74.8023
38282963002797276_9108,NOT,5,6.215166,0.309287,527.15,669.85,217.7952,406.7427,142.7,461.3831
38282963060315544_9109,NOT,4,1.403122,0.339491,0.55,1.6,0.9987,2.9272,1.05,3.0929
38282963090500230_9110,NOT,6,0.858956,0.390194,0.4,0.95,0.6806,1.2344,0.55,1.4096
38282963091200651_9111,NOT,5,2.19395,0.098096,1259.1,1336.95,548.9098,573.1675,77.85,793.6139
38282963206842543_9112,NOT,4,1.486271,0.095521,389.95,419.3,176.3273,251.6309,29.35,307.2612
38282963213253526_9113,NOT,4,3.549032,0.274952,301.25,362.85,190.7955,117.4341,61.6,224.0395
38282963287902265_9114,NOT,6,1.624841,0.243995,0.9,2.45,1.7442,6.1084,1.55,6.3526
38282963313364082_9115,NOT,4,2.002772,0.196424,214.75,244.1,94.8544,115.4533,29.35,149.4216
38282963446964162_9116,NOT,6,2.04859,0.281,0.6,2.2,0.8826,5.6251,1.6,5.6939
38282963531314038_9117,NOT,5,0.86829,0.17557,1.9,3.1,2.1497,6.488,1.2,6.8349
38282968266445545_9118,NOT,4,1.428869,0.273595,0.95,2.35,1.3563,4.934,1.4,5.1171
38282968282668013_9119,NOT,4,5.944816,0.25247,570.95,713.0,367.4798,426.0553,142.05,562.6407
38282968310444167_9120,NOT,5,1.616448,0.457901,0.3,1.2,0.7327,1.8238,0.9,1.9655
38282968461856718_9121,NOT,5,1.741315,0.461039,1.0,2.75,1.8064,3.3384,1.75,3.7958
38282968584651202_9122,NOT,6,3.340766,0.490677,1.25,5.0,2.9177,7.0636,3.75,7.6425
38282968585780097_9123,NOT,4,0.895533,0.272143,1.0,1.9,1.451,2.9718,0.9,3.3071
38282968741678188_9124,NOT,4,3.5,0.596107,0.0,0.35,0.0,0.5871,0.35,0.5871
38282968786014405_9125,NOT,4,0.922722,0.220416,1.05,2.0,1.7313,3.947,0.95,4.31
38282968810842432_9126,NOT,4,2.527073,0.321152,93.6,118.05,57.4707,49.932,24.45,76.1321
38282968884649844_9127,NOT,5,8.265792,0.436104,513.45,700.75,269.7509,334.203,187.3,429.4848
38282968908181162_9128,NOT,4,2.745626,0.395315,0.25,1.65,0.5501,3.4985,1.4,3.5415
38282969002737279_9129,NOT,5,1.5,0.461371,0.35,1.25,0.9881,1.6819,0.9,1.9507
38282973785051149_9130,NOT,5,2.5,0.454447,0.0,0.25,0.0,0.5501,0.25,0.5501
38282973904156004_9131,NOT,4,10.015361,0.425505,937.45,1244.1,376.4209,614.5542,306.65,720.673
38282973911798545_9132,NOT,5,6.222865,0.291922,520.7,662.7,216.5053,435.5934,142.0,486.432
38282973924717949_9133,NOT,4,1.309307,0.474342,0.2,0.8,0.4104,1.1965,0.6,1.2649
38282974234157267_9134,NOT,6,0.935414,0.327692,0.55,1.25,1.4681,1.5517,0.7,2.1362
38282974234581937_9135,NOT,4,3.54768,0.252919,318.35,381.65,107.2323,226.1418,63.3,250.2776
38282974237414757_9136,NOT,6,4.391092,0.570565,0.7,4.4,0.7327,6.4433,3.7,6.4848
38282974672983266_9137,NOT,5,1.132244,0.263215,0.85,1.9,1.4609,3.712,1.05,3.9891
38282974676477282_9138,NOT,4,6.914642,0.266032,640.15,815.1,388.1386,530.8694,174.95,657.6275
38282974705938883_9139,NOT,6,1.939327,0.42766,0.9,2.75,1.6512,3.9984,1.85,4.3259
38282974727851182_9140,NOT,5,1.372813,0.313545,0.25,0.95,0.5501,2.1637,0.7,2.2325
38282974730916343_9141,NOT,5,6.849857,0.434815,387.55,522.4,206.716,231.1929,134.85,310.1317
38282980250370817_9142,NOT,6,1.354517,0.320962,3.0,5.35,3.4793,6.4423,2.35,7.3217
38282980280510574_9143,NOT,4,0.987829,0.418923,0.3,0.85,0.4702,1.2258,0.55,1.3129
38282980415816999_9144,NOT,5,2.538982,0.465967,0.55,2.45,0.9987,3.9533,1.9,4.0775
38282980457043555_9145,NOT,5,1.344387,0.468712,0.6,1.65,0.8826,2.059,1.05,2.2402
38282980489455044_9146,NOT,4,2.878718,0.190438,444.6,505.3,242.4325,206.9335,60.7,318.7397
38282980492167521_9147,NOT,6,1.664479,0.51177,0.6,1.9,0.8208,2.4039,1.3,2.5402
38282980498038508_9148,NOT,4,0.884825,0.077382,339.35,355.65,165.3877,130.4512,16.3,210.6433
